"No.","Time","Source","Destination","Protocol","Length","Info"
"54","0.021573","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 000000d89c0210000000c0e614800000000036a70004000000.053.exfil.attacker.com"
"55","0.022104","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b039052000000080cd2900010000006c4e010800000060730a.054.exfil.attacker.com"
"56","0.022575","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 40000000009b530002000000d89c0210000000c0e614800000.055.exfil.attacker.com"
"57","0.023115","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 000036a70004000000b039052000000080cd2900010000006c.056.exfil.attacker.com"
"58","0.023632","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 4e010800000060730a40000000009b530002000000d89c0210.057.exfil.attacker.com"
"59","0.024150","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 000000c0e614800000000036a70004000000b0390520000000.058.exfil.attacker.com"
"60","0.025691","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 80cd2900010000006c4e010800000060730a40000000009b53.059.exfil.attacker.com"
"61","0.026027","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0002000000d89c0210000000c0e614800000000036a7000400.060.exfil.attacker.com"
"62","0.026326","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0000b039052000000080cd2900010000006c4e010800000060.061.exfil.attacker.com"
"63","0.026705","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 730a40000000009b530002000000d89c0210000000c0e61480.062.exfil.attacker.com"
"64","0.027163","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0000000036a70004000000b039052000000080cd2900010000.063.exfil.attacker.com"
"65","0.027543","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 006c4e010800000060730a40000000009b530002000000d89c.064.exfil.attacker.com"
"66","0.027985","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0210000000c0e614800000000036a70004000000b039052000.065.exfil.attacker.com"
"67","0.028263","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 000080cd2900010000006c4e010800000060730a4000000000.066.exfil.attacker.com"
"68","0.028589","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 9b530002000000d89c0210000000c0e614800000000036a700.067.exfil.attacker.com"
"69","0.028920","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 04000000b039052000000080cd2900010000006c4e01080000.068.exfil.attacker.com"
"70","0.029231","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0060730a40000000009b530002000000d89c0210000000c0e6.069.exfil.attacker.com"
"71","0.029559","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 14800000000036a70004000000b039052000000080cd290001.070.exfil.attacker.com"
"72","0.029833","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0000006c4e010800000060730a40000000009b530002000000.071.exfil.attacker.com"
"73","0.030099","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d89c0210000000c0e614800000000036a70004000000b03905.072.exfil.attacker.com"
"74","0.030482","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 2000000080cd2900010000006c4e010800000060730a400000.073.exfil.attacker.com"
"75","0.030731","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 00009b530002000000d89c0210000000c0e614800000000036.074.exfil.attacker.com"
"76","0.031033","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A a70004000000b039052000000080cd2900010000006c4e0108.075.exfil.attacker.com"
"77","0.031304","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 00000060730a40000000009b530002000000d89c0210000000.076.exfil.attacker.com"
"78","0.031637","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c0e614800000000036a70004000000b039052000000080cd29.077.exfil.attacker.com"
"79","0.032013","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 00010000006c4e010800000060730a40000000009b53000200.078.exfil.attacker.com"
"80","0.032301","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0000d89c0210000000c0e614800000000036a70004000000b0.079.exfil.attacker.com"
"81","0.032606","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 39052000000080cd2900010000006c4e010800000060730a40.080.exfil.attacker.com"
"82","0.032921","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 000000009b530002000000d89c0210000000c0e61480000000.081.exfil.attacker.com"
"83","0.033227","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0036a70004000000b039052000000080cd2900010000006c4e.082.exfil.attacker.com"
"84","0.033580","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 010800000060730a40000000009b530002000000d89c021000.083.exfil.attacker.com"
"85","0.033914","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0000c0e614800000000036a70004000000b0390520deea7ffe.084.exfil.attacker.com"
"86","0.034229","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A e77ffef65ffff55f7ffb8ffff88fbffdfbbffffbdffffffffe.085.exfil.attacker.com"
"87","0.034555","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A efffe61f03f82891a7225ffde77ffee7dffeeddffeedefff3f.086.exfil.attacker.com"
"88","0.035018","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f21900ec2cc6bb8818fb620cfceffffeeffc23c0075300e2e5.087.exfil.attacker.com"
"89","0.035300","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 62e114c59ebffce52f7ffbd39ffef487f8f39ffffcf74105e0.088.exfil.attacker.com"
"90","0.035584","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d344b1fa5ffee55ffe90b75afcebbffeab2236005b89824f8c.089.exfil.attacker.com"
"91","0.035849","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 6f3147cfe35ec43ffff33f2b04c1975000e2a5e249c168f0c8.090.exfil.attacker.com"
"92","0.036119","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A a108047c8a98d88e8ad6396222fc09e28da4f6865214ade2b8.091.exfil.attacker.com"
"93","0.036387","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A e2bf0160463cd078f4d0a38f98df7b0072bf7e6c8f713dee0f.092.exfil.attacker.com"
"94","0.036652","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ff7833bb9ff37833bba600c4cbc493837ea088c5d4b30515c0.093.exfil.attacker.com"
"95","0.036941","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A bbc55b3f7d5efaa77ffaa7bf4f2c72beea232621af16939f98.094.exfil.attacker.com"
"96","0.037228","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 1446ae8d63ccc714a1b00ec08c78f0d13fb48dff1f63dfa307.095.exfil.attacker.com"
"97","0.037493","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b9c698f5a28811f3904763fb2f16deda9ce7af7ffdeb703de9.096.exfil.attacker.com"
"98","0.037839","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A a157cd0a9b97e88b3f3170f48ba35c18eae388489031f08c92.097.exfil.attacker.com"
"99","0.038111","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 400e1573e0995cfc898faf8efeae8f5715806202f4ec63697d.098.exfil.attacker.com"
"100","0.038380","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c4cf02c023b9f8d37fbc39ff5d1f0a406bc4357e54d8e823ee.099.exfil.attacker.com"
"101","0.038702","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c5af88b55eccc39e3d843b1ab1bd5f9a1f1d5b61c309b9c053.100.exfil.attacker.com"
"102","0.038993","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 2d8c22c9559d71460c48d5ef3f0b8314f0482ef05439237e26.101.exfil.attacker.com"
"103","0.039261","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 4f845ff11a7c3cd59a2dfaf451e55f00687281a79a8fc7cf54.102.exfil.attacker.com"
"104","0.039545","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 6fa31863ce8be246ac67aaebfa28aafbb39367df1dbb32e2da.103.exfil.attacker.com"
"105","0.039818","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ff421b5600e256330ba8a6bdc113315b858ddf192584283cc5.104.exfil.attacker.com"
"106","0.040076","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 22293a7215772fd080ef3533016edae4247257fcef2b724b5f.105.exfil.attacker.com"
"107","0.040336","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f48e1c18ffddf25d2ebaf7f18a6303e03bc518d1cfab9f3dd0.106.exfil.attacker.com"
"108","0.040606","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 88f97a9bbbfbbe956bfab1bb8deb717ddbba253f6c6a11bfb7.107.exfil.attacker.com"
"109","0.040872","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b37e2d19059a38dff62f47478cde066ac59c2adac7e5f3efb4.108.exfil.attacker.com"
"110","0.041202","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 985d877e2b05206e130341feecf0a341e4a8bc406b1149d320.109.exfil.attacker.com"
"111","0.041466","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 045c910bcb3161f824ed4b20ab9c1a13f19c175b00c0487ea3.110.exfil.attacker.com"
"112","0.041732","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A fed1835bd66adff5538deb21cf4b7ee91e45c167b4b6cb6db6.111.exfil.attacker.com"
"113","0.042003","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c5a30777cda37fe063e77fd5ce6c90dbe4ca6a74d055f2138a.112.exfil.attacker.com"
"114","0.042264","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 16bb57c181fbe5371723d77c935101686632c4316dc21ee3db.113.exfil.attacker.com"
"115","0.042580","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b32f476d5f1ededed61a4d6601de217252ce5ba36204af97ef.114.exfil.attacker.com"
"116","0.042844","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 4d8b4f7b40f56aa33780660b63d1c6ab8fddc59feddafe1580.115.exfil.attacker.com"
"117","0.043141","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b845544d73475a5949ad3a7b2cd29e75d4fe6366af8c48ce2b.116.exfil.attacker.com"
"118","0.043431","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A cf7fa4fdb390b3f18a571ce3dcf37e67e3caf1c5f5ee5ff77c.117.exfil.attacker.com"
"119","0.043707","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A d636f8e335fb557911df7ff1f35d2237ad6aa3d177727e8cf0.118.exfil.attacker.com"
"120","0.043966","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c5f76bb48ffc550f218e466ce3551f1bfc2471beaf2a80c5be.119.exfil.attacker.com"
"121","0.044521","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 46e3508c31af3a0e8ebb63ded48f71bf3cce55f2f7cabd62cc.120.exfil.attacker.com"
"122","0.045528","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 78652ef87679fc68b1ba9fc4fdf8a6f973b5268c3832778bf3.121.exfil.attacker.com"
"123","0.046075","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ccbf1f11e3c48e1480b8457efb27aaa8ab4487ce1d34166c33.122.exfil.attacker.com"
"124","0.046597","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 0348f5bbaf8efefb3a561b25c14771f70468b4189d89b3938f.123.exfil.attacker.com"
"125","0.047195","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ea29561fd15ee25ab588f6da2f0af204b1b5adf8ffb160387b.124.exfil.attacker.com"
"126","0.047736","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 5c9f66e65f998873bdbb8d7c92fcf64fc44c6ec9e29ae5c566.125.exfil.attacker.com"
"127","0.048310","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 8efcd6c8aa89c6a8cfaddafeaf8a7690c7b616711f5beec8ed.126.exfil.attacker.com"
"128","0.049149","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A a515205a817e94a7fb7f65e7dbcc3e5c89736f4f5aef7e23ad.127.exfil.attacker.com"
"129","0.049716","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A e5ea7c9dab8863b9f2c081e75ae134b7891c71cffa3169a52a.128.exfil.attacker.com"
"130","0.050256","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A bff7d1ded26b1139ba1d57ff9d23fdc2b8f5eff8fb956fbabf.129.exfil.attacker.com"
"131","0.050748","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 5a356f3ad3273e3117ec22df9f1657c53d7bf62f6b459f3cd3.130.exfil.attacker.com"
"132","0.051597","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 1e5e6174dc47e7aed576567f7dc9a7b8de6a20898e923bd0aa.131.exfil.attacker.com"
"133","0.052159","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 8f66c5b6f3d3f988184c66c404bc1fdcfba8b67b77c43e63c2.132.exfil.attacker.com"
"134","0.052904","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 90170c67b541f5c879ddfd8a631b54728c8a0ef1e7ed67ce16.133.exfil.attacker.com"
"135","0.053681","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c9ee2ef4c535fd66318857afbb3e8ad93ef6ed72bb3c5bbc8e.134.exfil.attacker.com"
"136","0.054393","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f69bafe1b338dbdeb3d1be3f75f2f6e9223f46fbcfd733dac6.135.exfil.attacker.com"
"137","0.055025","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 95b777e27ee47b15b9e5c853cb4f515d9f6771d7623926fd47.136.exfil.attacker.com"
"138","0.055853","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f35b8bb81f67ef278fc57dc9d7fb59acfef8ed6c41f06c7cf3.137.exfil.attacker.com"
"139","0.056514","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c3a1ea7b54cecc4d3f2917ec265fb788b37394107d328f41cf.138.exfil.attacker.com"
"140","0.057176","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 22daf8a7e5c8d1391c6dbf3107cbdb88d871eea400c472d513.139.exfil.attacker.com"
"141","0.057913","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 965513da6a60b992fc7ad5e0d722feae3df1e9e5a74171ee71.140.exfil.attacker.com"
"142","0.058602","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 8c51f01a25a451c4ef1c4d5633629b79519be35d8bfbea1aad.141.exfil.attacker.com"
"143","0.059074","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 1858aaedae8c5505cd578bc1edecc22862f7495af504f4ec84.142.exfil.attacker.com"
"144","0.059647","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A bef5b999a2678b9c5fce1ab5ff55dbff255531617591a69a84.143.exfil.attacker.com"
"145","0.060154","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 7f5b21a28d9f7d013f9f538e3bc69d7e1c6f05ba3caec6757d.144.exfil.attacker.com"
"146","0.060697","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f42fc0c4fd5dfd910afeb1b8ca6fd93c7a48157fbf52defeea.145.exfil.attacker.com"
"147","0.061253","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f8e6856295e7cef8945cb09b5101f54c1f89fcf6ec9e3c8ad5.146.exfil.attacker.com"
"148","0.061990","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 85d9abf2f1b538a3ca4767e7819fecdcd58107aa272c2b161e.147.exfil.attacker.com"
"149","0.062517","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A a3b77f564dc44795df882b93c1f8dd18dc9e2dfe5adc3110c6.148.exfil.attacker.com"
"150","0.063015","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b5cb837b8e3c497e85fca6ced90947d6b657b5c5abf18daf83.149.exfil.attacker.com"
"151","0.063635","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A c6f18e163b4763d55b2a9f28b7c788d5fdf1d17d586534b1fb.150.exfil.attacker.com"
"152","0.064165","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b676fb6ed543813b9f7ec6e2b11fe3762844540f845aac9817.151.exfil.attacker.com"
"153","0.064604","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 34714ffa763f5bac1efd6ba2df98e7bfd5e81e44acccbf6d01.152.exfil.attacker.com"
"154","0.065064","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 1dfb1ae5c82b716621fe29aaefed5c7d3eafca05bb1a15808e.153.exfil.attacker.com"
"155","0.065698","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A f6916a9e73266673ec2be4638b38db7e47eb86ddec7746bc5d.154.exfil.attacker.com"
"156","0.066416","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A ee34ab3a4e95b4564ed246c975d5f18718641f2d005b44e25a.155.exfil.attacker.com"
"157","0.067010","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 755ecda34956dbe7abe56bbee2185a21af55ecdb679b670b70.156.exfil.attacker.com"
"158","0.067673","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A cfe2db0a20d18eaa738f6b9dbffb28feec511b8958f5c6dd27.157.exfil.attacker.com"
"159","0.068354","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A aa1605ab27a6d55b462d56c9db5dbdfddd8dfaccaa870d8f44.158.exfil.attacker.com"
"160","0.069193","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 9eee8bf53b1481460f1f56f5ad7cbf8ebe8591c7a1162bc623.159.exfil.attacker.com"
"161","0.070022","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A e68ce6454717b78fb4826eebc7ed3bf046edf348443f7dc743.160.exfil.attacker.com"
"162","0.070616","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A b455aab7eb575efb6674ad57e5829d8df2d49171a9ea67913b.161.exfil.attacker.com"
"163","0.071108","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 63bedccf05e3bf47f7aa8f4f69f3f9b822cebeb553f585886f.162.exfil.attacker.com"
"164","0.071686","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 1f8733334296aa9e22ac7aaba39a90affc28ce28b9ae3afe5e.163.exfil.attacker.com"
"165","0.072225","10.20.82.103","8.8.8.8","DNS","119","Standard query 0x0000 A 24cd6ab1d94724dfd509a72aa2f5f1eae246bee62bee679ee4.164.exfil.attacker.com"
